LABEL,TEXT,URL,EMAIL,PHONE
0,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,0,0,0
0,what's up? do you want me to come online? if you are free we can talk sometime�,0,0,0
0,so u workin overtime nigpun?,0,0,0
0,"also sir, i sent you an email about how to log into the usc payment portal. i.ll send you another message that should explain how things are back home. have a great weekend.",0,0,0
2,please stay at home. to encourage the notion of staying at home. all tax-paying citizens are entitled to �305.96 or more emergency refund. smsg.io/fcvbd,0,0,0
2,bankofamerica alert 137943. please follow http://bit.do/cgjk-and re-activate,1,0,1
0,sorry dude. dont know how i forgot. even after dan reminded me. sorry. hope you guys had fun.,0,0,0
0,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?,0,0,0
0,ok lor. anyway i thk we cant get tickets now cos like quite late already. u wan 2 go look 4 ur frens a not? darren is wif them now...,0,0,0
0,wat r u doing now?,0,0,0
0,buy one egg for me da..please:),0,0,0
0,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam,0,0,0
0,stop the story. i've told him i've returned it and he's saying i should not re order it.,0,0,0
0,no. i dont want to hear anything,0,0,0
0,"waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai..........",0,0,0
0,i'm e person who's doing e sms survey...,0,0,0
0,mm i had my food da from out,0,0,0
0,"4 tacos + 1 rajas burrito, right?",0,0,0
0,"house-maid is the murderer, coz the man was murdered on  26th january.. ",0,0,0
0,yes! how is a pretty lady like you single?,0,0,0
0,(that said can you text him one more time?),0,0,0
0,i know she called me,0,0,0
0,in sch but neva mind u eat 1st lor..,0,0,0
1,lyricalladie(21/f) is inviting you to be her friend. reply yes-910 or no-910. see her: www.sms.ac/u/hmmross stop? send stop frnd to 62468,0,0,1
0,jay says that you're a double-faggot,0,0,0
0,ok i thk i got it. then u wan me 2 come now or wat?,0,0,0
2,ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403233,0,0,1
1,"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow",1,0,0
0,oh... lk tt den we take e one tt ends at cine lor... dun wan yogasana oso can...,0,0,0
0,whens your radio show?,0,0,0
0,"jane babes not goin 2 wrk, feel ill after lst nite. foned in already cover 4 me chuck.:-)",0,0,0
1,"new offer! save upto 40\% electricity bill with power saver(govt. lab tested), rs. 1050/-(free home delivery) 3 yr. guarantee call 9891943823,9891943780",0,0,1
0,what * u wearing?,0,0,0
0,o turns out i had stereo love on mi phone under the unknown album.,0,0,0
0,"ela kano.,il download, come wen ur free..",0,0,0
0,"haha figures, well i found the piece and priscilla's bowl",0,0,0
0,can you do online transaction?,0,0,0
0,ü neva tell me how i noe... i'm not at home in da aft wat...,0,0,0
2,	you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,0,0,1
1,you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,0,0,0
0,what you doing?how are you?,0,0,0
0,i didn't get the second half of that message,0,0,0
2,phony £350 award - todays voda numbers ending xxxx are selected to receive a £350 award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app,0,0,1
0,can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,0,0
0,ok lor�whats up�,0,0,0
0,hello madam how are you ?,0,0,0
0,was actually sleeping and still might when u call back. so a text is gr8. you rock sis. will send u a text wen i wake.,0,0,0
0,good. do you think you could send me some pix? i would love to see your top and bottom...,0,0,0
2,apple id: [buxcx7gbvwwccod final notification your apple 1d is due to expire today. prevent this by confirming your apple id at�http://verifyapple.uk apple inc,1,0,0
0,hey mate! hows u honey?did u ave good holiday? gimmi de goss!x,0,0,0
0,"i don't have anybody's number, i still haven't thought up a tactful way to ask alex",0,0,0
0,"i'm taking derek &amp; taylor to walmart, if i'm not back by the time you're done just leave the mouse on my desk and i'll text you when priscilla's ready",0,0,0
0,ok..let me knw,0,0,0
0,you are a very very very very bad girl. or lady.,0,0,0
2,	todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,0,0,1
0,k then 2marrow are you coming to class.,0,0,0
0,kallis wont bat in 2nd innings.,0,0,0
0,meeting u is my work. . . tel me when shall i do my work tomorrow�.that is what matters�,0,0,0
1,overcome programming challenges for multicore and learn the techniques to scale reliability. attend intel session at 3.45 pm at microsoft community techdays,0,0,0
0,"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?",0,0,0
0,every day i use to sleep after  &lt;#&gt;  so only.,0,0,0
0,"sorry, have urgent work..",0,0,0
0,good morning plz call me sir..i have an urgent work..,0,0,0
0,oh shut it. omg yesterday i had a dream that i had 2 kids both boys. i was so pissed. not only about the kids but them being boys. i even told mark in my dream that he was changing diapers cause i'm not getting owed in the face.,0,0,0
0,"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0,0,0
0,its hard to believe things like this. all can say lie but think twice before saying anything to me.,0,0,0
0,wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-),0,0,0
1,"	5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, £3 per pole. unsub 08718727870.",0,0,1
0,yup he msg me: is tat yijue? then i tot it's my group mate cos we meeting today mah... i'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,0,0,0
0,you need to get up. now.,0,0,0
2,	you have an important customer service announcement. call freephone 0800 542 0825 now!,0,0,1
0,howz pain?hope u r fine..,0,0,0
0,love it! the girls at the office may wonder why you are smiling but sore...,0,0,0
2,	<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.,0,0,1
0,it's still not working. and this time i also tried adding zeros. that was the savings. the checking is  &lt;#&gt;,0,0,0
0,how's things? just a quick question.,0,0,0
0,die... i accidentally deleted e msg i suppose 2 put in e sim archive. haiz... i so sad...,0,0,0
0,"no, i *didn't* mean to post it. i wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it was what i was feeling at the time. i was angry. before i left, i hit send, then stop. it wasn't there. i checked on my phone when i got to my car. it wasn't there. you said you didn't sleep, you were bored. so why wouldn't that be the time to clean, fold laundry, etc.? at least make the bed?",0,0,0
0,sorry i missed your call. can you please call back.,0,0,0
0,how are you. its been ages. how's abj,0,0,0
0,as if i wasn't having enough trouble sleeping.,0,0,0
0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?,0,0,0
0,thnx dude. u guys out 2nite?,0,0,0
1,"noida commercial wave sec-18  silver @ 11500/- psf  gold @ 12500/- psf,  logix sec-124 @ 8200/- psf for best deal call 9711131802 /3",0,0,1
0,so are you guys asking that i get that slippers again or its gone with last year,0,0,0
0,u guys never invite me anywhere :(,0,0,0
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. send hmv to 86688 more info:www.100percent-real.com,1,0,1
0,my computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0,0,0
0,"hey sexy buns ! have i told you ? i adore you, loverboy. i hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0,0,0
1,"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123",0,0,1
0,"velly good, yes please!",0,0,0
0,"by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how's work and the ladies",0,0,0
2,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407166 (18+) 2 stop getstop on 88333 php,0,0,1
0,jokin only lar... :-) depends on which phone my father can get lor...,0,0,0
0,i thought slide is enough.,0,0,0
0,im gonnamissu so much!!i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract!! luv yaxx,0,0,0
0,dude we should go sup again,0,0,0
2,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p",0,0,1
0,shopping lor. them raining mah hard 2 leave orchard.,0,0,0
0,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.,0,0,0
0,need a coffee run tomo?can't believe it's that time of week already,0,0,0
0,oooh bed ridden ey? what are you thinking of?,0,0,0
0,ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema.,0,0,0
0,ok... c ya...,0,0,0
0,are you this much buzy�.i don�t think so,0,0,0
1,asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er got mega bill. 3 dont giv a shit. bailiff due in days. i o £250 3 want £800,0,0,0
0,please give it 2  or i will pick it up on tuesday evening about 8 if that is ok.,0,0,0
0,i was up all night too worrying about this appt. it's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,0,0
0,ha ha ha good joke. girls are situation seekers.,0,0,0
0,"sir, i am waiting for your call.",0,0,0
0,yay! you better not have told that to 5 other girls either.,0,0,0
0,but i'll b going 2 sch on mon. my sis need 2 take smth.,0,0,0
0,yo theres no class tmrw right?,0,0,0
0,"my painful personal thought- ""i always try to keep everybody happy all the time. but nobody recognises me when i am alone""",0,0,0
1,rct' thnq adrian for u text. rgds vatian,0,0,0
0,not sure i have the stomach for it ...,0,0,0
2,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101359 now! only 10p per min. bt-national-rate",0,0,1
1,	enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186,0,0,1
0,i'll let you know when it kicks in,0,0,0
0,"yup, no need. i'll jus wait 4 e rain 2 stop.",0,0,0
1,ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),0,0,0
2,dear paytm customer your paytm kyc has expired. contact customer care no-6200992462 immediately. your account will block within 24 hr. thank you paytm team.,0,0,1
1,"0a$networks allow companies to bill for sms, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. b. g.",0,0,0
0,not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0,0,0
0,"arms fine, how's cardiff and uni? ",0,0,0
1,oor step service for passport assistance/pan card/income tax return/vat return/service tax return contact m/s ons 9650669988 jwala heri mkt paschim viha,0,0,1
0,i'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,0,0
0,ok then i will come to ur home after half an hour,0,0,0
0,its a laptop take it with you.,0,0,0
0,s.i think he is waste for rr..,0,0,0
0,anyway seriously hit me up when you're back because otherwise i have to light up with armand and he always has shit and/or is vomiting,0,0,0
1,pl: battle royale! gilchrist vs warne today at 8pm. click http://ipl.onmix.mobi/?src=504 for ipl on mobile. to stop mix alerts click http://onmix.mobi/alert,1,0,0
0,dun need to use dial up juz open da browser n surf...,0,0,0
0,you call him and tell now infront of them. call him now.,0,0,0
0,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!",0,0,0
0,"i noe la... u wana pei bf oso rite... k lor, other days den...",0,0,0
0,hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck?,0,0,0
0,and by when you're done i mean now,0,0,0
0,i dont want to hear anything,0,0,0
0,kind of. took it to garage. centre part of exhaust needs replacing. part ordered n taking it to be fixed tomo morning.,0,0,0
1,"freemsg hey u, i just got 1 of these video/pic fones, reply wild to this txt & ill send u my pics, hurry up im so bored at work xxx (18 150p/rcvd stop2stop)",0,0,0
0,"[…] anyway, many good evenings to u! s",0,0,0
0,ey! calm downon theacusations.. itxt u cos iwana know wotu r doin at thew/end... haventcn u in ages..ring me if ur up4 nething sat.love j xxx.,0,0,0
0,ü takin linear algebra today?,0,0,0
0,"jan is fast approaching. so, wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day, happy friendship,mother,father,teachers,childrens day, &amp; happy birthday 4 u. happy ganesh festival happy dasara happy diwali happy christmas  &lt;#&gt;  good mornings afternoons, evenings nights. rememberi am the first to wishing u all these...your's raj",0,0,0
0,really... i tot ur paper ended long ago... but wat u copied jus now got use? u happy lar... i still haf 2 study :-(,0,0,0
0,jus finish bathing...,0,0,0
0,"i think your mentor is , but not 100 percent sure.",0,0,0
0,is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?,0,0,0
0,ok set let u noe e details later...,0,0,0
0,hope this text meets you smiling. if not then let this text give you a reason to smile. have a beautiful day.,0,0,0
0,ok..lets find out�,0,0,0
0,you busy or can i come by at some point and figure out what we're doing tomorrow,0,0,0
0,thats cool. i want to please you...,0,0,0
0,may i call you later pls,0,0,0
2,	please call 08712402779 immediately as there is an urgent message waiting for you,0,0,1
1,"text82228>> get more ringtones, logos and games from www.txt82228.com. questions: info@txt82228.co.uk",1,1,1
0,"my mobile number.pls sms ur mail id.convey regards to achan,amma.rakhesh.qatar",0,0,0
0,good morning plz call me sir,0,0,0
0,lol alright i was thinkin that too haha,0,0,0
1,87077: kick off a new season with 2wks free goals & news to ur mobile! txt ur club name to 87077 eg villa to 87077,0,0,1
0,ok pa. nothing problem:-),0,0,0
0,"alright omw, gotta change my order to a half8th",0,0,0
0,sorry about that this is my mates phone and i didnt write it love kate,0,0,0
0,"aight, see you in a bit",0,0,0
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,0,0,1
1,"plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking  starts with 30000/-onwards or full down.instalments also.call 9213241451.",0,0,1
0,juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout! giv u da gossip l8r. xxx,0,0,0
0,"actually , just do whatever, do find an excuse to be in tampa at some point before january though",0,0,0
2,"dear customer, due to bvn system upgrade your atm card has been de-activated, to re-activate, kindly call customer care on 08065635084 for help.",0,0,1
0,yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0,0,0
0,yes! i am a one woman man! please tell me your likes and dislikes in bed...,0,0,0
0,are you at work right now ?,0,0,0
2,	you have 1 new voicemail. please call 0871918154.,0,0,1
0,at 4. let's go to bill millers,0,0,0
0,"hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do",0,0,0
0,k..u also dont msg or reply to his msg..,0,0,0
0,if india win or level series means this is record:),0,0,0
0,"living is very simple.. loving is also simple.. laughing is too simple.. winning is tooo simple.. but, being 'simple' is very difficult...;-) :-)",0,0,0
0,wot u up 2 u weirdo?,0,0,0
2,	want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,0,0,1
0,sometimes heart remembrs someone very much... forgets someone soon... bcoz heart will not like everyone. but liked ones will be remembered everytime... bslvyl,0,0,0
0,hmmm.but you should give it on one day..,0,0,0
2,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,0,0,1
0,just do what ever is easier for you,0,0,0
0,and whenever you and i see we can still hook up too.,0,0,0
2,u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,0,0,1
2,here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,1,0,1
0,i attended but nothing is there.,0,0,0
2,	we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,0,1
0,"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around",0,0,0
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,0,0
0,good morning pookie pie! lol hope i didn't wake u up,0,0,0
2,congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com,1,0,1
0,do you know where my lab goggles went,0,0,0
2,"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, pocketbabe.co.uk 0870241182716 ",0,0,1
0,"i hope your alright babe? i worry that you might have felt a bit desparate when you learned the job was a fake ? i am here waiting when you come back, my love",0,0,0
0,is fujitsu s series lifebook good?,0,0,0
0,does uncle timi help in clearing cars,0,0,0
0,"greetings me, ! consider yourself excused.",0,0,0
0,"tunde, how are you doing. this is just wishing you a great day. abiola.",0,0,0
0,hahaha..use your brain dear..that will work here�,0,0,0
0,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,0,0,0
2,"urgent! your mobile no. was awarded £2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm",0,0,1
0,ill be there on  &lt;#&gt;  ok.,0,0,0
0,then she buying today? ü no need to c meh...,0,0,0
0,babe ? i lost you ... will you try rebooting ?,0,0,0
2,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565,0,0,1
0,i'm ok wif it cos i like 2 try new things. but i scared u dun like mah. cos u said not too loud.,0,0,0
0,i thk u dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui.,0,0,0
0,hey... very inconvenient for your sis a not huh?,0,0,0
0,busy here. trying to finish for new year. i am looking forward to finally meeting you...,0,0,0
0,oic cos me n my sis got no lunch today my dad went out... so dunno whether 2 eat in sch or wat...,0,0,0
2,	free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,1,0,1
0,will you be here for food,0,0,0
0,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!!",0,0,0
0,"yes, princess. toledo.",0,0,0
0,k..give back my thanks.,0,0,0
0,okay same with me. well thanks for the clarification,0,0,0
0,"pete,is this your phone still? its jenny from college and leanne.what are you up to now?:)",0,0,0
0,"not sure yet, still trying to get a hold of him",0,0,0
0,i'm okay. chasing the dream. what's good. what are you doing next.,0,0,0
0,when did i use soc... i use it only at home... ü dunno how 2 type it in word ar...,0,0,0
1,"gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles: crazyin, sleepingwith, finest, ymca :getzed.co.uk pobox365o4w45wq 300p",1,0,1
0,lol i would but despite these cramps i like being a girl.,0,0,0
0,r we still meeting 4 dinner tonight?,0,0,0
2,please call 08712402902 immediately as there is an urgent message waiting for you.,0,0,1
0,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q? ",0,0,0
1,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,0,0,1
0,have you not finished work yet or something?,0,0,0
0,"i'm in a meeting, call me later at 4",0,0,0
2,"	thanks for your ringtone order, reference number x29. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989180",0,0,1
0,oh my god. i'm almost home,0,0,0
